"Story","Title","Result","Date","Stability","Duration (s)"
"Busqueda de producto en Ebay","Busqueda de producto en Ebay exitosa","SUCCESS","2019-08-06T18:28:50.187-05:00[America/Bogota]","0.0","75.67"
